play_uuid,gameId,playId,ballCarrierId,ballCarrierDisplayName,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,passResult,passLength,penaltyYards,prePenaltyPlayResult,playResult,playNullifiedByPenalty,absoluteYardlineNumber,offenseFormation,defendersInTheBox,passProbability,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPoints,expectedPointsAdded,foulName1,foulName2,foulNFLId1,foulNFLId2,converted,blocked,playType,ballDirection,timestamp,cumulativeOverall_O,cumulativeOverall_D,cumulativeOverall_P,cumulativePerFormation_O,cumulativePerFormation_D,cumulativePerFormation_P,cumulativePerBoxCt_O,cumulativePerBoxCt_D,cumulativePerBoxCt_P
2022091111.2946,2022091111,2946,53506,Josh Palmer,"(9:47) J.Palmer right end to LV 36 for 4 yards (J.Abram, R.Ya-Sin).",4,3,1,LAC,LV,LV,40,9:47,24,13,,,,4,4,N,70,SINGLEBACK,7.0,0.272296816,0.961730644,0.038269356,0.010877019,-0.010877019,2.731553865,0.76228826,,,,,1,0,not_pass,right,2022-09-11 18:48:08.599999,0.3181818181818182,0.6818181818181818,0.0,0.1875,0.8125,0.0,0.29411764705882354,0.7058823529411765,0.0
2022091111.3123,2022091111,3123,47932,Hunter Renfrow,(6:10) (Shotgun) D.Carr pass short left to H.Renfrow to LAC 34 for 5 yards (M.Davis).,4,3,4,LV,LAC,LAC,39,6:10,24,13,C,3.0,,5,5,N,49,SHOTGUN,5.0,0.973033786,0.928877261,0.071122739,-0.007813521,0.007813521,2.805875591,1.131551292,,,,,1,0,pass,left,2022-09-11 18:54:02.500000,0.4827586206896552,0.5172413793103449,1.0,0.4375,0.5625,1.0,0.6666666666666666,0.3333333333333333,1.0
2022091111.3630,2022091111,3630,46100,Sony Michel,(1:41) S.Michel up the middle to LV 17 for 3 yards (J.Abram).,4,3,2,LAC,LV,LV,20,1:41,24,19,,,,3,3,N,90,SINGLEBACK,8.0,0.202715561,0.995865799,0.004134201,-0.00451421,0.00451421,2.640597299,1.09006876,,,,,1,0,not_pass,middle,2022-09-11 19:17:41.200000,0.29411764705882354,0.7058823529411765,0.0,0.2,0.8,0.0,0.0,1.0,0.0
2022091111.401,2022091111,401,41282,Davante Adams,(7:33) (Shotgun) D.Carr pass deep right to D.Adams pushed ob at 50 for 21 yards (A.Gilman).,1,3,17,LV,LAC,LV,29,7:33,3,0,C,19.0,,21,21,N,81,SHOTGUN,6.0,0.907330573,0.659289464,0.340710536,-0.076402552,0.076402552,-0.553185922,3.587507413,,,,,1,0,pass,right,2022-09-11 16:37:56.900000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2022091111.475,2022091111,475,44931,Mack Hollins,(5:37) (Shotgun) D.Carr pass short middle to M.Hollins to LAC 30 for 16 yards (B.Callahan).,1,3,6,LV,LAC,LAC,46,5:37,3,0,C,15.0,,16,16,N,56,SHOTGUN,6.0,0.978027701,0.607541997,0.392458003,-0.058386154,0.058386154,1.814071222,2.383291935,,,,,1,0,pass,middle,2022-09-11 16:40:02.400000,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2022091111.542,2022091111,542,41282,Davante Adams,(4:07) (Shotgun) D.Carr pass short right to D.Adams to LAC 4 for 22 yards (M.Davis).,1,3,6,LV,LAC,LAC,26,4:07,3,0,C,9.0,,22,22,N,36,SHOTGUN,5.0,0.977917314,0.576624461,0.423375539,-0.057698485,0.057698485,3.489524839,2.612370424,,,,,1,0,pass,right,2022-09-11 16:42:08.000000,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0
2022091111.730,2022091111,730,45573,Austin Ekeler,"(1:25) (Shotgun) A.Ekeler left guard to LAC 49 for 1 yard (B.Nichols, D.Deablo).",1,3,2,LAC,LV,LAC,48,1:25,3,3,,,,1,1,N,58,SHOTGUN,7.0,0.849530816,0.626688622,0.373311378,-0.039363373,0.039363373,1.770237832,-1.29666676,,,,,0,1,not_pass,left,2022-09-11 16:48:57.000000,0.2727272727272727,0.7272727272727273,0.0,0.25,0.75,0.0,0.4,0.6,0.0
2022091112.133,2022091112,133,52430,Justin Jefferson,(12:56) (Shotgun) K.Cousins pass short middle to J.Jefferson to GB 41 for 20 yards (D.Campbell).,1,3,5,MIN,GB,MIN,39,12:56,0,0,C,13.0,,20,20,N,49,SHOTGUN,6.0,0.986454606,0.590779021,0.409220979,0.044217106,-0.044217106,0.984544087,2.577226858,,,,,1,0,pass,middle,2022-09-11 16:28:37.799999,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022091112.1501,2022091112,1501,44853,Dalvin Cook,"(2:33) D.Cook left tackle to MIN 37 for 2 yards (D.Lowry, R.Gary).",2,3,1,MIN,GB,MIN,35,2:33,10,0,,,,2,2,N,75,I_FORM,7.0,0.231002599,0.835707314,0.164292686,0.012530537,-0.012530537,1.166382432,0.342522017,,,,,1,0,not_pass,left,2022-09-11 17:36:37.900000,0.5,0.5,0.2,0.0,1.0,0.0,0.6,0.4,0.0
2022091112.1994,2022091112,1994,52470,A.J. Dillon,(13:44) (Shotgun) A.Dillon left tackle to GB 30 for 3 yards (C.Dantzler).,3,3,1,GB,MIN,GB,27,13:44,17,0,,,,3,3,N,37,SHOTGUN,6.0,0.337681562,0.916470272,0.083529728,-0.001424372,0.001424372,1.084807463,0.506989421,,,,,1,0,not_pass,left,2022-09-11 18:09:57.700000,0.4444444444444444,0.5555555555555556,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.5
2022091112.2167,2022091112,2167,52430,Justin Jefferson,(10:39) (Shotgun) K.Cousins pass short right to J.Jefferson to GB 38 for no gain (R.Douglas) [P.Smith].,3,3,15,MIN,GB,GB,38,10:39,17,0,C,-3.0,,0,0,N,48,PISTOL,5.0,0.878320396,0.929548258,0.070451742,-0.010121156,0.010121156,1.506769008,-1.509090231,,,,,0,1,pass,right,2022-09-11 18:16:07.200000,0.5,0.5,0.8571428571428571,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666
2022091112.251,2022091112,251,40488,Adam Thielen,(10:04) (Shotgun) K.Cousins pass short right to A.Thielen pushed ob at GB 5 for 7 yards (Q.Walker).,1,3,8,MIN,GB,GB,12,10:04,0,0,C,2.0,,7,7,N,98,SHOTGUN,6.0,0.993618131,0.654057164,0.345942836,0.007009696,-0.007009696,3.945106316,0.45927124,,,,,0,1,pass,right,2022-09-11 16:32:20.099999,0.6,0.4,0.0,0.5,0.5,0.0,0.5,0.5,0.0
2022091112.2569,2022091112,2569,52584,K.J. Osborn,"(2:07) (No Huddle, Shotgun) K.Cousins pass short middle to K.Osborn to MIN 45 for 4 yards (K.Nixon).",3,3,6,MIN,GB,MIN,41,2:07,20,7,C,3.0,,4,4,N,69,SHOTGUN,5.0,0.962381482,0.922214501,0.077785499,-0.007966587,0.007966587,0.896902685,-1.195410378,,,,,0,1,pass,middle,2022-09-11 18:36:56.700000,0.46153846153846156,0.5384615384615384,0.0,0.4444444444444444,0.5555555555555556,0.0,0.5,0.5,0.0
2022091112.2907,2022091112,2907,52430,Justin Jefferson,"(10:42) (No Huddle, Shotgun) K.Cousins pass deep right to J.Jefferson to GB 38 for 21 yards (D.Savage).",4,3,7,MIN,GB,MIN,41,10:42,20,7,C,21.0,,21,21,N,51,EMPTY,6.0,0.965223312,0.951899789,0.048100211,0.027549119,-0.027549119,0.808537366,2.662037529,,,,,1,0,pass,right,2022-09-11 18:54:23.299999,0.4482758620689655,0.5517241379310345,0.75,0.6666666666666666,0.3333333333333333,1.0,0.5833333333333334,0.4166666666666667,1.0
2022091112.3270,2022091112,3270,47970,Juwann Winfree,"(4:08) A.Rodgers pass short right to J.Winfree ran ob at MIN 27 for 17 yards (P.Peterson). Penalty on MIN-D.Hunter, Defensive Offside, declined.",4,3,5,GB,MIN,MIN,44,4:08,23,7,C,12.0,0.0,17,17,N,54,SINGLEBACK,6.0,0.989581943,0.994195549,0.005804451,-0.00591499,0.00591499,1.913215982,1.999127807,Defensive Offside,,42431.0,,1,0,pass,right,2022-09-11 19:09:36.400000,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
2022091112.3530,2022091112,3530,47885,Alexander Mattison,(3:28) A.Mattison left guard to MIN 49 for 6 yards (I.McDuffie).,4,3,1,MIN,GB,MIN,43,3:28,23,7,,,,6,6,N,53,I_FORM,8.0,0.112986587,0.997816321,0.002183679,0.000270223,-0.000270223,0.695009273,0.272566408,,,,,1,0,not_pass,left,2022-09-11 19:17:26.700000,0.4473684210526316,0.5526315789473685,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0
2022091112.3627,2022091112,3627,44853,Dalvin Cook,(1:15) D.Cook left end pushed ob at GB 48 for 6 yards (J.Alexander).,4,3,13,MIN,GB,MIN,46,1:15,23,7,,,,6,6,N,56,SINGLEBACK,8.0,0.037370089,0.998349772,0.001650228,-5.46e-05,5.46e-05,0.299526402,-0.299265856,,,,,0,1,not_pass,left,2022-09-11 19:23:33.799999,0.43902439024390244,0.5609756097560976,0.2777777777777778,0.46153846153846156,0.5384615384615384,0.2,0.5,0.5,0.3333333333333333
2022091112.611,2022091112,611,37139,Randall Cobb,(4:03) (Shotgun) A.Rodgers pass short left to R.Cobb to MIN 42 for 6 yards (J.Hicks).,1,3,4,GB,MIN,MIN,48,4:03,7,0,C,3.0,,6,6,N,58,EMPTY,5.0,0.952598929,0.701954819,0.298045181,-0.036433745,0.036433745,1.548537514,1.566405364,,,,,1,0,pass,left,2022-09-11 16:52:40.700000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022091113.1059,2022091113,1059,37079,Julio Jones,(13:30) J.Jones right end to DAL 47 for 5 yards (J.Kearse).,2,3,1,TB,DAL,TB,48,13:30,3,6,,,,5,5,N,62,SINGLEBACK,6.0,0.387780875,0.326982945,0.673017055,-0.009198587,0.009198587,2.278896444,0.601628874,,,,,1,0,not_pass,right,2022-09-11 21:05:09.099999,0.3333333333333333,0.6666666666666666,0.0,0.4,0.6,0.0,0.75,0.25,0.0
2022091113.1170,2022091113,1170,44816,Leonard Fournette,(10:06) L.Fournette left end pushed ob at DAL 13 for 10 yards (L.Vander Esch).,2,3,2,TB,DAL,DAL,23,10:06,3,6,,,,10,10,N,33,SINGLEBACK,7.0,0.732189417,0.291371386,0.708628614,-0.021850437,0.021850437,3.816341768,1.216965712,,,,,1,0,not_pass,left,2022-09-11 21:08:34.299999,0.35294117647058826,0.6470588235294118,0.09090909090909091,0.5,0.5,0.25,0.14285714285714285,0.8571428571428571,0.16666666666666666
2022091113.155,2022091113,155,52425,CeeDee Lamb,(12:35) (Shotgun) D.Prescott pass deep middle to C.Lamb to DAL 47 for 16 yards (L.Ryan).,1,3,7,DAL,TB,DAL,31,12:35,0,0,C,16.0,,16,16,N,79,SHOTGUN,6.0,0.990867496,0.430941615,0.569058385,0.055394862,-0.055394862,0.32302824,2.444436298,,,,,1,0,pass,middle,2022-09-11 20:26:05.799999,0.25,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2022091113.1742,2022091113,1742,42033,Cameron Brate,"(1:17) (No Huddle, Shotgun) T.Brady pass short middle to C.Brate to TB 23 for 7 yards (L.Vander Esch).",2,3,4,TB,DAL,TB,16,1:17,3,9,C,6.0,,7,7,N,94,SHOTGUN,6.0,0.932465017,0.26683607,0.73316393,-0.019127324,0.019127324,-0.045706977,0.895578753,,,,,1,0,pass,middle,2022-09-11 21:33:28.400000,0.32,0.68,0.0,0.1111111111111111,0.8888888888888888,0.0,0.5,0.5,0.0
2022091113.2470,2022091113,2470,41233,Mike Evans,(5:19) (Shotgun) T.Brady pass short right to M.Evans to DAL 25 for 10 yards (A.Brown).,3,3,3,TB,DAL,DAL,35,5:19,3,12,C,9.0,,10,10,N,75,SHOTGUN,7.0,0.888260245,0.112685205,0.887314795,-0.009505559,0.009505559,3.143381586,1.316085356,,,,,1,0,pass,right,2022-09-11 22:17:17.400000,0.38235294117647056,0.6176470588235294,1.0,0.2857142857142857,0.7142857142857143,0.0,0.2727272727272727,0.7272727272727273,0.0
2022091113.267,2022091113,267,45052,Noah Brown,(10:27) (Shotgun) D.Prescott pass short left to N.Brown to TB 31 for 9 yards (A.Winfield; L.David).,1,3,8,DAL,TB,TB,40,10:27,0,0,C,4.0,,9,9,N,50,PISTOL,6.0,0.992621779,0.481811021,0.518188979,0.062643778,-0.062643778,2.049513727,2.128267318,,,,,1,0,pass,left,2022-09-11 20:30:00.200000,0.375,0.625,0.0,0.0,0.0,0.0,0.25,0.75,0.0
2022091113.2672,2022091113,2672,46206,Dalton Schultz,(2:34) (Shotgun) D.Prescott pass short right to D.Schultz to DAL 38 for 14 yards (D.White).,3,3,11,DAL,TB,DAL,24,2:34,3,19,C,13.0,,14,14,N,86,SHOTGUN,6.0,0.981488764,0.043789089,0.956210911,0.022291439,-0.022291439,-0.901381987,2.897464528,,,,,1,0,pass,right,2022-09-11 22:28:17.000000,0.2727272727272727,0.7272727272727273,0.0,0.18181818181818182,0.8181818181818182,0.0,0.25,0.75,0.0
2022091113.2890,2022091113,2890,47911,Tony Pollard,(14:07) (Shotgun) T.Pollard right guard to TB 41 for 1 yard (S.Barrett).,4,3,3,DAL,TB,TB,42,14:07,3,19,,,,1,1,N,68,SHOTGUN,6.0,0.891456962,0.056714369,0.943285631,-0.019072449,0.019072449,2.064257299,-1.691412038,,,,,0,1,not_pass,right,2022-09-11 22:36:03.400000,0.2857142857142857,0.7142857142857143,0.0,0.2857142857142857,0.7142857142857143,0.0,0.3076923076923077,0.6923076923076923,0.0
2022091113.3211,2022091113,3211,54556,Rachaad White,(9:08) R.White right end pushed ob at TB 38 for 2 yards (M.Parsons).,4,3,1,TB,DAL,TB,36,9:08,3,19,,,,2,2,N,74,SINGLEBACK,6.0,0.324731201,0.011718268,0.988281732,-0.001560229,0.001560229,1.442856882,0.230514411,,,,,1,0,not_pass,right,2022-09-11 22:52:25.700000,0.38095238095238093,0.6190476190476191,0.0,0.46153846153846156,0.5384615384615384,0.0,0.4666666666666667,0.5333333333333333,0.0
2022091113.3722,2022091113,3722,42369,Breshad Perriman,(3:04) B.Perriman right end to TB 41 for -7 yards (O.Odighizuwa).,4,3,4,TB,DAL,TB,48,3:04,3,19,,,,-7,-7,N,62,SINGLEBACK,7.0,0.376940936,0.00229812,0.99770188,-2.75e-05,2.75e-05,1.185226577,-1.741335597,,,,,0,1,not_pass,right,2022-09-11 23:10:51.000000,0.3617021276595745,0.6382978723404256,0.0,0.4666666666666667,0.5333333333333333,0.0,0.2608695652173913,0.7391304347826086,0.0
2022091113.3947,2022091113,3947,46206,Dalton Schultz,"(1:18) (No Huddle, Shotgun) C.Rush pass short middle to D.Schultz to DAL 41 for 13 yards (M.Edwards).",4,3,25,DAL,TB,DAL,28,1:18,3,19,C,13.0,,13,13,N,38,SHOTGUN,4.0,0.936518192,0.00272611,0.99727389,0.000405053,-0.000405053,0.170854291,0.058194675,,,,,0,1,pass,middle,2022-09-11 23:18:57.700000,0.3157894736842105,0.6842105263157895,0.3333333333333333,0.34782608695652173,0.6521739130434783,0.4,0.0,0.0,0.0
2022091113.531,2022091113,531,44816,Leonard Fournette,"(5:55) (Shotgun) L.Fournette right tackle to DAL 26 for -1 yards (D.Lawrence, L.Vander Esch).",1,3,1,TB,DAL,DAL,25,5:55,3,0,,,,-1,-1,N,85,SHOTGUN,7.0,0.305142373,0.406507473,0.593492527,0.05488969,-0.05488969,4.08167294,-1.734157782,,,,,0,1,not_pass,right,2022-09-11 20:39:55.599999,0.4,0.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2022091200.1028,2022091200,1028,46096,Rashaad Penny,(12:02) (Shotgun) G.Smith pass short right to R.Penny pushed ob at SEA 31 for 3 yards (K.Williams).,2,3,1,SEA,DEN,SEA,28,12:02,7,3,C,-3.0,,3,3,N,82,SHOTGUN,6.0,0.442516029,0.523201212,0.476798788,-0.000360008,0.000360008,1.043386791,0.449608997,,,,,1,0,pass,right,2022-09-12 20:58:30.299999,0.2857142857142857,0.7142857142857143,0.16666666666666666,1.0,0.0,0.0,0.5,0.5,0.0
2022091200.109,2022091200,109,42412,Tyler Lockett,(13:38) (Shotgun) G.Smith pass short middle to T.Lockett to DEN 46 for 17 yards (K.Jackson).,1,3,3,SEA,DEN,SEA,37,13:38,0,0,C,13.0,,17,17,N,47,SHOTGUN,6.0,0.928622365,0.340139836,0.659860164,0.04419685,-0.04419685,0.950914347,2.206572685,,,,,1,0,pass,middle,2022-09-12 20:17:33.799999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022091200.1241,2022091200,1241,40026,Marquise Goodwin,(8:04) (Shotgun) G.Smith pass short middle to M.Goodwin to DEN 31 for 6 yards (J.Simmons; A.Singleton).,2,3,26,SEA,DEN,DEN,37,8:04,7,3,C,6.0,,6,6,N,47,SHOTGUN,5.0,0.862330496,0.55244562,0.44755438,0.019715961,-0.019715961,1.626543307,0.18728883,,,,,0,1,pass,middle,2022-09-12 21:04:44.500000,0.3333333333333333,0.6666666666666666,0.0,0.8,0.2,0.0,1.0,0.0,0.0
2022091200.1764,2022091200,1764,46109,Courtland Sutton,(:48) (Shotgun) R.Wilson pass deep right to C.Sutton pushed ob at SEA 24 for 30 yards (J.Brooks).,2,3,8,DEN,SEA,DEN,46,0:48,17,10,C,17.0,,30,30,N,56,SHOTGUN,5.0,0.968979657,0.604946248,0.395053752,-0.085347723,0.085347723,1.142283332,2.69429247,,,,,1,0,pass,right,2022-09-12 21:30:58.599999,0.5,0.5,0.0,0.6,0.4,0.0,0.0,1.0,0.0
2022091200.1851,2022091200,1851,53464,Javonte Williams,(:26) (Shotgun) R.Wilson pass short left to J.Williams to SEA 22 for 10 yards (Q.Jefferson).,2,3,18,DEN,SEA,SEA,32,0:26,17,10,C,-3.0,,10,10,N,78,SHOTGUN,4.0,0.927976131,0.569969445,0.430030555,0.001406126,-0.001406126,2.566258824,-0.07845042,,,,,0,1,pass,left,2022-09-12 21:33:33.400000,0.5294117647058824,0.47058823529411764,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0
2022091200.2009,2022091200,2009,46109,Courtland Sutton,(13:37) R.Wilson pass deep left to C.Sutton ran ob at DEN 44 for 18 yards (J.Jones).,3,3,4,DEN,SEA,DEN,26,13:37,17,13,C,18.0,,18,18,N,36,SINGLEBACK,6.0,0.962050378,0.550863754,0.449136246,-0.079033833,0.079033833,0.076547368,2.644940616,,,,,1,0,pass,left,2022-09-12 21:52:11.799999,0.45,0.55,1.0,0.42857142857142855,0.5714285714285714,0.0,0.5555555555555556,0.4444444444444444,0.0
2022091200.201,2022091200,201,46189,Will Dissly,"(11:37) (Shotgun) G.Smith pass short left to W.Dissly for 38 yards, TOUCHDOWN.",1,3,2,SEA,DEN,DEN,38,11:37,0,0,C,14.0,,38,38,N,72,SHOTGUN,6.0,0.751087427,0.379358925,0.620641075,0.15979621,-0.15979621,2.807480563,4.192519437,,,,,1,0,pass,left,2022-09-12 20:19:59.500000,0.25,0.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2022091200.2268,2022091200,2268,42358,Melvin Gordon,(8:25) (Shotgun) R.Wilson pass short middle to M.Gordon to SEA 1 for 8 yards (J.Brooks).,3,3,9,DEN,SEA,SEA,9,8:25,17,13,C,3.0,,8,8,N,101,SHOTGUN,5.0,0.987849116,0.422956061,0.577043939,-0.031701829,0.031701829,3.938151754,0.973737344,,,,,0,1,pass,middle,2022-09-12 21:59:28.799999,0.44,0.56,0.2857142857142857,0.4444444444444444,0.5555555555555556,0.0,0.5,0.5,0.0
2022091200.2522,2022091200,2522,47847,DK Metcalf,"(6:17) (Shotgun) G.Smith pass short middle to D.Metcalf to SEA 46 for 15 yards (P.Surtain, C.Sterns).",3,3,10,SEA,DEN,SEA,31,6:17,17,13,C,15.0,,15,15,N,79,SHOTGUN,4.0,0.973836005,0.58360447,0.41639553,0.077576283,-0.077576283,0.249939052,2.519741062,,,,,1,0,pass,middle,2022-09-12 22:08:13.799999,0.36666666666666664,0.6333333333333333,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,1.0,0.0
2022091200.2712,2022091200,2712,53464,Javonte Williams,"(3:08) (Shotgun) J.Williams up the middle to SEA 3 for -2 yards (U.Nwosu). FUMBLES (U.Nwosu), RECOVERED by SEA-M.Jackson at SEA -1. Touchback.",3,3,1,DEN,SEA,SEA,1,3:08,17,13,,,,0,-19,N,109,SHOTGUN,8.0,0.559830964,0.365270559,0.634729441,0.249609843,-0.249609843,5.909737618,-6.730950565,,,,,0,1,not_pass,middle,2022-09-12 22:15:55.700000,0.3793103448275862,0.6206896551724138,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.4,0.0,1.0,0.0
2022091200.2801,2022091200,2801,42412,Tyler Lockett,(2:28) (Shotgun) G.Smith pass short right to T.Lockett pushed ob at SEA 31 for 9 yards (R.Darby).,3,3,8,SEA,DEN,SEA,22,2:28,17,13,C,8.0,,9,9,N,88,SHOTGUN,4.0,0.98319906,0.559304047,0.440695953,0.080376208,-0.080376208,-0.633288108,2.149432022,,,,,1,0,pass,right,2022-09-12 22:20:20.900000,0.36363636363636365,0.6363636363636364,0.5,0.6666666666666666,0.3333333333333333,1.0,0.5,0.5,0.0
2022091200.2923,2022091200,2923,39987,Geno Smith,"(15:00) (Shotgun) G.Smith right end pushed ob at SEA 42 for 3 yards (R.Darby, A.Singleton).",4,3,2,SEA,DEN,SEA,39,15:00,17,13,,,,3,3,N,49,EMPTY,6.0,0.729832828,0.636788506,0.363211494,0.082139105,-0.082139105,1.200373567,1.020262178,,,,,1,0,not_pass,right,2022-09-12 22:26:07.500000,0.35135135135135137,0.6486486486486487,0.0,0.0,1.0,0.0,0.42857142857142855,0.5714285714285714,0.0
2022091200.3101,2022091200,3101,46109,Courtland Sutton,(11:27) (Shotgun) R.Wilson pass deep left to C.Sutton to DEN 43 for 17 yards (J.Brooks).,4,3,4,DEN,SEA,DEN,26,11:27,17,13,C,17.0,,17,17,N,84,SHOTGUN,5.0,0.969699979,0.661925387,0.338074613,-0.108095784,0.108095784,0.191760625,2.040630048,,,,,1,0,pass,left,2022-09-12 22:33:36.000000,0.34375,0.65625,0.6666666666666666,0.3076923076923077,0.6923076923076923,0.5,0.3333333333333333,0.6666666666666666,1.0
2022091200.3216,2022091200,3216,52423,Jerry Jeudy,(8:28) R.Wilson pass short right to J.Jeudy ran ob at SEA 16 for 14 yards (J.Jones).,4,3,2,DEN,SEA,SEA,30,8:28,17,13,C,0.0,,14,14,N,40,SINGLEBACK,6.0,0.602505565,0.51243962,0.48756038,-0.088152289,0.088152289,3.437254681,1.534203351,,,,,1,0,pass,right,2022-09-12 22:37:14.299999,0.3611111111111111,0.6388888888888888,0.5,0.2857142857142857,0.7142857142857143,0.0,0.3888888888888889,0.6111111111111112,1.0
2022091200.3296,2022091200,3296,53464,Javonte Williams,(7:07) (Shotgun) R.Wilson pass short right to J.Williams pushed ob at SEA 3 for 6 yards (C.Barton) [Q.Jefferson].,4,3,3,DEN,SEA,SEA,9,7:07,17,13,C,-3.0,,6,6,N,19,SHOTGUN,6.0,0.851177692,0.443493083,0.556506917,-0.072714902,0.072714902,4.438652579,1.591401258,,,,,1,0,pass,right,2022-09-12 22:39:25.799999,0.3684210526315789,0.631578947368421,0.2857142857142857,0.375,0.625,0.2857142857142857,0.42105263157894735,0.5789473684210527,0.2857142857142857
2022091200.3596,2022091200,3596,52526,Albert Okwuegbunam,"(3:21) (Shotgun) R.Wilson pass short right to A.Okwuegbunam to DEN 32 for 5 yards (Q.Diggs). Official measurement Seattle challenged the first down ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)",4,3,5,DEN,SEA,DEN,27,3:21,17,16,C,3.0,,5,5,N,83,SHOTGUN,6.0,0.983093023,0.553574856,0.446425144,-0.1295591,0.1295591,0.316790747,1.366704979,,,,,1,0,pass,right,2022-09-12 22:54:10.400000,0.375,0.625,0.5,0.4117647058823529,0.5882352941176471,1.0,0.42857142857142855,0.5714285714285714,0.5
2022091200.3723,2022091200,3723,53464,Javonte Williams,"(2:00) (Shotgun) R.Wilson pass short right to J.Williams to DEN 49 for 9 yards (J.Brooks, U.Nwosu).",4,3,2,DEN,SEA,DEN,40,2:00,17,16,C,2.0,,9,9,N,70,SHOTGUN,5.0,0.741071761,0.448328543,0.551671457,-0.10231724,0.10231724,1.318689432,1.072433566,,,,,1,0,pass,right,2022-09-12 23:02:26.200000,0.37209302325581395,0.627906976744186,0.3333333333333333,0.4,0.6,0.375,0.3333333333333333,0.6666666666666666,0.0
2022091200.3826,2022091200,3826,53464,Javonte Williams,(1:11) (Shotgun) R.Wilson pass short left to J.Williams to SEA 46 for 9 yards (J.Brooks).,4,3,14,DEN,SEA,DEN,45,1:11,17,16,C,-6.0,,9,9,N,65,SHOTGUN,3.0,0.916875422,0.508993663,0.491006337,0.282255499,-0.282255499,0.967420079,-0.71992446,,,,,0,1,pass,left,2022-09-12 23:05:53.000000,0.37777777777777777,0.6222222222222222,0.35294117647058826,0.4090909090909091,0.5909090909090909,0.4,0.0,0.0,0.0
2022091200.467,2022091200,467,42358,Melvin Gordon,(7:41) (Shotgun) R.Wilson pass short middle to M.Gordon to SEA 12 for 6 yards (J.Coleman).,1,3,10,DEN,SEA,SEA,18,7:41,7,0,C,4.0,,6,6,N,28,EMPTY,4.0,0.981966496,0.465847988,0.534152012,0.022350725,-0.022350725,3.792834643,-0.877115849,,,,,0,1,pass,middle,2022-09-12 20:30:39.900000,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022091200.688,2022091200,688,47803,Noah Fant,(3:30) G.Smith pass short right to N.Fant to DEN 7 for 1 yard (J.Griffith). Official measurement,1,3,2,SEA,DEN,DEN,8,3:30,7,3,C,1.0,,1,1,N,102,SINGLEBACK,7.0,0.545406163,0.60779091,0.39220909,-0.017971188,0.017971188,4.836419023,-0.499000323,,,,,0,1,pass,right,2022-09-12 20:39:59.900000,0.4,0.6,1.0,0.25,0.75,0.0,0.2,0.8,0.0
2022091500.1041,2022091500,1041,40011,Travis Kelce,"(12:10) (Shotgun) P.Mahomes pass short left to T.Kelce to LAC 9 for 19 yards (N.Adderley; A.Samuel). Penalty on LAC-J.Bosa, Defensive Offside, declined.",2,3,4,KC,LAC,LAC,28,12:10,0,10,C,12.0,0.0,19,19,N,82,SHOTGUN,6.0,0.940830469,0.397058476,0.602941524,0.055048805,-0.055048805,3.355965429,1.845958661,Defensive Offside,,43292.0,,1,0,pass,left,2022-09-15 20:56:46.799999,0.45454545454545453,0.5555555555555556,0.75,0.4375,0.5925925925925926,0.6,0.4090909090909091,0.5769230769230769,0.0
2022091500.1431,2022091500,1431,54716,Isiah Pacheco,"(6:10) I.Pacheco up the middle to KC 29 for no gain (D.Tranquill, N.Adderley).",2,3,1,KC,LAC,KC,29,6:10,7,10,,,,0,0,N,39,I_FORM,8.0,0.124923572,0.555659261,0.444340739,-0.055064395,0.055064395,1.135567582,-1.707928441,,,,,0,1,not_pass,middle,2022-09-15 21:12:52.599999,0.4583333333333333,0.5490196078431373,0.25,0.2222222222222222,0.8,0.16666666666666666,0.5384615384615384,0.8,0.42857142857142855
