play_uuid,x0,y0,s0,a0,dis0,o0,dir0,x1,y1,s1,a1,dis1,o1,dir1,x2,y2,s2,a2,dis2,o2,dir2,x3,y3,s3,a3,dis3,o3,dir3,x4,y4,s4,a4,dis4,o4,dir4,x5,y5,s5,a5,dis5,o5,dir5,x6,y6,s6,a6,dis6,o6,dir6,x7,y7,s7,a7,dis7,o7,dir7,x8,y8,s8,a8,dis8,o8,dir8,x9,y9,s9,a9,dis9,o9,dir9,x10,y10,s10,a10,dis10,o10,dir10,x11,y11,s11,a11,dis11,o11,dir11,x12,y12,s12,a12,dis12,o12,dir12,x13,y13,s13,a13,dis13,o13,dir13,x14,y14,s14,a14,dis14,o14,dir14,x15,y15,s15,a15,dis15,o15,dir15,x16,y16,s16,a16,dis16,o16,dir16,x17,y17,s17,a17,dis17,o17,dir17,x18,y18,s18,a18,dis18,o18,dir18,x19,y19,s19,a19,dis19,o19,dir19,x20,y20,s20,a20,dis20,o20,dir20,x21,y21,s21,a21,dis21,o21,dir21,x22,y22,s22,a22,dis22,converted,playType,ballDirection,cumulativeOverall_O,cumulativeOverall_D,cumulativeOverall_P,cumulativePerFormation_O,cumulativePerFormation_D,cumulativePerFormation_P,cumulativePerBoxCt_O,cumulativePerBoxCt_D,cumulativePerBoxCt_P,week
2022101603.3220,78.31,24.04,0.19,0.15,0.02,86.41,127.26,81.63,27.35,0.0,0.0,0.0,83.78,158.51,82.33,24.03,0.15,0.59,0.02,107.56,64.44,83.84,21.98,0.07,0.29,0.02,170.09,316.04,82.04,19.63,0.02,0.17,0.01,53.76,119.41,86.97,16.42,0.03,0.05,0.03,293.69,21.55,84.91,18.26,0.66,0.28,0.07,279.1,298.51,81.95,25.7,0.03,0.33,0.0,76.66,60.91,82.09,21.06,0.03,0.16,0.04,47.7,24.91,86.01,26.8,0.47,0.65,0.05,252.41,283.3,81.88,22.56,0.06,0.65,0.01,93.5,48.58,86.32,36.01,0.62,0.93,0.06,240.94,141.59,83.71,18.67,0.02,0.51,0.01,330.14,296.7,81.2,35.31,0.01,0.01,0.02,37.5,192.25,80.99,18.42,0.0,0.0,0.02,138.93,353.37,83.94,24.69,0.16,0.08,0.03,275.45,247.9,84.72,42.84,0.03,0.25,0.0,254.0,332.49,94.89,26.36,0.6,0.79,0.06,267.32,56.09,77.88,26.11,0.02,0.02,0.0,51.36,109.96,83.56,29.39,0.26,0.26,0.03,230.79,271.77,86.33,22.69,0.29,0.64,0.03,287.61,313.86,82.08,43.25,0.02,0.24,0.01,71.15,35.87,82.4499969482422,24.0900001525879,5.65000009536743,1.30999994277954,0.620000004768372,1,not_pass,middle,0.3732876712328767,0.6567164179104478,0.2702702702702703,0.39,0.6348314606741573,0.25925925925925924,0.39436619718309857,0.6578947368421053,0.23076923076923078,6
2022101603.3556,65.74,38.01,0.01,0.01,0.0,150.47,26.83,60.67,36.02,0.69,1.16,0.06,81.1,231.08,68.2,28.5,0.2,1.0,0.02,266.39,345.78,68.19,31.29,0.36,0.56,0.06,254.61,5.74,66.47,32.36,0.1,0.56,0.02,61.42,164.7,66.65,24.42,0.15,0.78,0.02,65.68,80.17,68.6,35.37,0.0,0.0,0.01,241.75,306.64,68.34,27.1,0.05,0.45,0.0,237.67,51.82,67.86,37.61,0.07,0.77,0.01,228.35,218.74,66.43,28.5,0.12,0.75,0.01,65.77,46.17,65.24,20.72,0.2,0.25,0.02,45.09,6.83,67.9,19.79,0.0,0.0,0.01,291.0,155.65,66.24,35.37,0.25,1.04,0.05,124.82,88.71,63.03,29.57,0.05,0.04,0.01,70.21,165.87,68.63,32.67,0.19,2.09,0.02,307.91,27.51,63.0,33.72,0.14,0.12,0.01,84.01,288.66,64.66,17.22,0.02,0.02,0.01,77.11,280.53,71.97,29.68,0.05,0.26,0.01,283.17,33.34,72.45,31.78,0.01,0.01,0.01,269.1,234.73,68.77,17.93,0.0,0.0,0.01,255.99,71.73,67.5,29.82,0.59,1.69,0.06,268.69,345.54,49.69,28.09,0.48,0.48,0.05,100.56,73.96,67.3600006103516,29.6499996185303,6.53999996185303,0.930000007152557,0.670000016689301,1,not_pass,right,0.3763837638376384,0.651685393258427,0.46153846153846156,0.37012987012987014,0.671875,0.3,0.3525641025641026,0.6666666666666666,0.2222222222222222,6
2022101603.3622,51.43,37.62,0.29,0.18,0.02,110.95,96.01,48.37,33.46,0.85,0.74,0.08,109.21,295.9,54.15,28.43,0.19,0.95,0.02,260.36,345.07,54.62,25.51,0.0,0.0,0.01,344.94,51.36,53.93,31.14,0.0,0.0,0.0,256.23,359.66,52.36,27.73,0.34,0.69,0.06,90.37,350.71,55.45,24.37,0.0,0.0,0.01,272.75,45.66,54.49,27.01,0.01,0.25,0.0,302.29,327.67,54.01,37.04,0.04,0.36,0.01,247.93,239.2,52.24,31.11,0.22,1.03,0.03,11.43,59.3,52.34,25.23,0.54,0.61,0.07,80.92,32.8,51.6,22.41,0.9,0.08,0.09,64.79,104.0,55.08,18.81,0.01,0.02,0.01,298.65,221.27,52.06,35.08,0.45,0.6,0.05,141.65,84.41,48.87,26.3,1.72,1.07,0.17,86.5,155.62,54.19,32.67,0.05,0.16,0.01,287.11,81.31,49.0,29.78,0.5,0.3,0.05,92.74,97.93,51.66,18.92,0.41,0.05,0.04,127.52,286.23,58.74,27.19,0.02,0.03,0.02,247.83,57.78,57.72,29.78,0.24,0.09,0.02,279.31,291.33,53.5,29.9,0.61,1.44,0.07,255.75,333.25,43.11,23.8,0.16,0.49,0.02,78.41,358.36,53.5999984741211,29.7299995422363,6.03999996185303,0.389999985694885,0.629999995231628,0,not_pass,middle,0.3759124087591241,0.6518518518518519,0.2345679012345679,0.36942675159235666,0.6717557251908397,0.2777777777777778,0.34545454545454546,0.6631578947368421,0.2692307692307692,6
2022101603.662,9.23,15.21,0.11,0.4,0.01,81.91,320.79,5.49,29.44,0.32,0.86,0.03,67.74,18.04,11.58,22.71,0.24,1.01,0.03,267.4,290.41,11.6,25.02,0.44,1.4,0.04,239.87,300.58,10.29,25.59,0.12,0.13,0.02,67.93,108.21,10.05,19.25,0.19,1.45,0.02,96.65,67.35,12.94,27.71,0.01,0.01,0.02,265.46,50.46,11.72,21.29,0.07,0.71,0.01,263.91,313.95,11.81,31.48,0.0,0.0,0.01,229.64,97.71,10.16,23.12,0.03,0.28,0.0,101.13,128.21,8.69,20.7,0.12,0.63,0.02,80.96,36.63,13.07,19.89,4.97,8.18,0.46,330.59,8.94,10.08,27.68,0.03,0.14,0.01,66.74,144.06,7.77,24.23,1.82,4.01,0.16,67.25,2.69,9.18,32.4,0.06,0.03,0.01,96.51,160.22,11.9,26.08,0.05,0.62,0.01,64.49,257.42,8.42,27.92,2.24,2.24,0.2,71.38,18.39,18.09,23.68,0.01,0.06,0.01,229.82,60.56,12.38,23.81,0.01,0.01,0.02,238.2,345.66,11.97,16.91,0.11,0.74,0.02,208.61,163.96,11.05,23.65,0.08,0.33,0.01,229.28,231.19,5.09,18.25,0.04,0.04,0.03,79.17,37.46,10.8000001907349,23.6299991607666,0.0,0.0,0.0299999993294477,1,not_pass,middle,0.38114754098360654,0.65,0.36363636363636365,0.358974358974359,0.631578947368421,0.0,0.1875,0.631578947368421,1.0,6
2022101604.1243,43.37,30.83,1.21,1.02,0.12,109.37,172.4,37.08,21.22,3.55,2.32,0.34,128.14,148.33,47.89,23.84,0.27,1.16,0.02,254.17,74.99,44.63,20.7,0.65,1.77,0.07,81.32,114.14,42.64,25.24,0.9,0.78,0.09,100.85,149.02,45.11,28.97,0.03,0.93,0.02,113.8,146.17,45.75,18.07,0.35,0.36,0.03,72.23,74.03,53.8,24.1,0.0,0.0,0.02,264.29,309.22,47.52,26.28,0.74,2.59,0.07,271.33,214.82,45.86,22.34,0.67,1.09,0.06,81.5,60.47,46.8,23.72,0.33,0.69,0.03,271.71,246.23,45.56,24.13,0.56,1.46,0.05,101.66,92.52,49.06,24.28,6.35,1.2,0.63,192.83,183.09,47.33,21.18,0.56,1.37,0.06,259.8,279.77,50.89,23.62,0.24,0.52,0.05,260.56,208.39,47.12,25.14,0.47,1.44,0.04,254.03,260.24,42.97,16.77,1.5,1.19,0.14,76.83,163.7,45.55,25.73,0.66,2.57,0.05,82.07,137.09,47.13,22.55,0.38,0.85,0.04,296.09,301.52,47.5,19.52,0.04,0.04,0.04,332.13,215.45,41.91,28.32,1.55,1.05,0.16,117.45,180.46,47.49,27.95,0.04,0.7,0.01,226.71,206.8,47.0699996948242,23.6499996185303,2.45000004768372,0.159999996423721,0.589999973773956,1,not_pass,left,0.3803418803418803,0.6162790697674418,0.42857142857142855,0.3055555555555556,0.8461538461538461,0.5,0.5238095238095238,0.75,0.0,6
2022101604.2169,49.69,18.15,0.22,0.32,0.02,293.73,225.7,54.67,30.4,0.94,1.21,0.09,274.88,152.06,38.47,29.85,0.03,0.24,0.01,93.28,10.12,46.47,26.39,0.21,0.03,0.03,269.4,223.46,47.58,30.87,0.17,0.12,0.03,269.82,228.15,44.17,22.99,0.29,1.07,0.05,320.7,348.29,43.86,35.73,0.47,0.86,0.05,239.87,196.47,37.69,31.87,0.17,0.11,0.04,82.33,119.17,43.67,25.83,0.26,0.82,0.04,277.01,291.14,42.0,27.15,0.66,2.26,0.07,86.34,49.97,41.69,21.16,0.1,0.06,0.03,84.84,52.04,44.06,31.49,0.15,0.79,0.02,267.7,222.94,42.77,29.97,0.7,1.8,0.07,75.65,25.28,44.11,27.93,0.26,0.72,0.03,264.48,291.02,42.15,32.76,0.08,0.31,0.01,97.95,164.66,39.06,27.28,0.05,0.05,0.02,90.87,127.91,42.31,28.35,0.2,1.64,0.03,126.73,48.32,47.94,36.56,0.58,0.54,0.06,244.17,241.24,42.23,31.24,0.11,0.66,0.02,135.46,225.57,41.83,25.73,0.41,1.17,0.05,95.94,36.17,50.08,22.85,3.56,1.51,0.35,291.92,264.93,41.62,24.6,0.21,0.94,0.04,62.26,0.78,43.4599990844727,29.6700000762939,0.0,0.0,0.0,0,not_pass,right,0.38016528925619836,0.6165413533834586,0.25333333333333335,0.4496124031007752,0.59375,0.25,0.24193548387096775,0.6065573770491803,0.14285714285714285,6
2022101604.2921,76.29,29.8,0.22,0.87,0.02,263.59,59.54,73.94,33.22,0.27,0.88,0.03,94.89,156.22,73.71,44.66,0.0,0.01,0.0,109.97,103.81,70.04,30.44,0.28,1.05,0.03,97.73,48.48,79.21,32.35,0.11,1.22,0.01,271.06,208.62,82.46,29.59,0.0,0.0,0.01,270.91,36.71,75.98,25.06,0.04,0.46,0.0,329.02,275.4,75.74,32.53,0.56,1.16,0.06,231.03,253.59,74.16,36.41,0.66,0.8,0.08,118.52,121.4,73.85,26.1,0.17,1.09,0.01,80.33,37.25,74.17,28.44,0.4,1.96,0.03,84.29,30.09,75.13,29.7,0.21,0.64,0.02,259.37,230.09,76.03,33.98,0.22,1.12,0.03,283.31,214.47,74.06,23.35,0.27,0.14,0.03,50.11,15.81,73.92,34.76,0.08,0.04,0.01,94.14,148.49,73.64,30.7,0.14,0.73,0.01,75.37,130.83,75.71,28.29,0.68,1.74,0.07,305.35,295.52,72.38,24.79,0.03,0.03,0.01,275.01,17.31,75.66,44.62,0.05,0.86,0.01,257.75,277.02,75.9,26.86,0.18,0.89,0.01,299.66,315.79,63.68,31.21,0.78,0.14,0.08,87.12,20.17,75.89,31.23,0.45,1.49,0.05,249.44,238.33,74.8099975585938,29.7399997711182,0.0,0.0,0.0,1,not_pass,middle,0.4247104247104247,0.6124031007751938,0.6666666666666666,0.3888888888888889,0.6,0.5,0.3157894736842105,0.660377358490566,0.0,6
2022101604.3807,63.43,23.82,0.17,1.01,0.02,58.95,304.26,65.68,29.41,0.15,1.0,0.01,249.93,297.84,65.86,9.23,0.28,0.17,0.05,292.74,167.13,68.7,26.18,0.06,0.52,0.01,272.75,303.07,60.37,26.59,0.0,0.0,0.01,105.73,63.13,57.04,23.92,0.0,0.0,0.01,78.91,112.6,63.51,28.34,0.19,1.52,0.02,135.73,45.38,63.46,21.02,0.7,2.26,0.07,84.35,1.25,69.44,23.89,0.01,0.01,0.02,278.18,274.21,65.73,26.3,0.24,1.57,0.03,237.77,325.75,65.43,21.55,0.32,1.51,0.03,272.72,343.44,64.45,24.0,0.35,1.9,0.03,108.08,21.1,64.01,9.48,0.0,0.01,0.01,104.47,103.64,66.79,44.78,0.28,0.61,0.03,239.21,30.11,66.06,23.82,0.3,1.18,0.03,281.01,330.12,63.88,25.49,0.58,2.05,0.07,105.02,25.07,69.3,29.47,0.2,0.15,0.03,78.25,305.37,63.37,45.25,0.03,0.07,0.01,99.97,69.09,65.29,18.77,0.3,1.4,0.05,303.29,290.24,63.71,26.69,0.38,1.0,0.04,119.47,64.66,79.53,27.05,0.21,0.22,0.02,241.14,18.19,63.58,22.39,0.02,0.02,0.04,92.6,28.67,64.7699966430664,23.9200000762939,0.0,0.0,0.0,0,not_pass,left,0.4200743494423792,0.6156716417910447,0.25,0.38095238095238093,0.6190476190476191,0.20833333333333334,0.3076923076923077,0.6666666666666666,0.125,6
2022101605.3019,63.57,30.1,0.02,0.13,0.0,267.0,219.2,57.11,30.19,0.01,0.23,0.01,251.24,69.83,56.57,27.1,0.22,1.48,0.02,296.55,319.3,51.46,41.12,0.14,0.11,0.01,120.35,18.45,47.19,36.18,0.93,0.31,0.09,96.31,295.03,58.43,28.79,4.92,0.54,0.49,358.66,3.17,56.32,33.1,0.0,0.0,0.0,297.38,157.52,51.62,22.63,1.14,0.92,0.11,25.26,5.08,54.54,24.48,0.01,0.2,0.02,57.96,230.4,46.32,25.86,0.99,1.73,0.09,91.05,32.51,54.56,32.65,0.06,0.53,0.01,82.65,95.53,54.67,35.66,0.01,0.02,0.01,83.78,99.74,57.22,39.77,0.02,0.16,0.01,238.95,199.77,56.13,30.24,0.15,0.65,0.01,256.98,306.13,50.96,29.76,1.7,0.33,0.17,72.65,15.84,56.14,31.8,0.11,0.59,0.01,263.98,261.11,51.05,33.55,1.56,0.45,0.15,49.04,23.74,56.73,25.92,0.03,0.5,0.0,258.09,6.34,54.78,30.01,0.17,0.87,0.02,51.64,40.83,56.48,34.59,0.01,0.11,0.0,262.36,277.94,54.76,27.51,0.09,0.89,0.02,49.55,91.08,56.61,28.54,0.51,0.65,0.06,298.04,35.71,56.1100006103516,30.1100006103516,0.0,0.0,0.0199999995529652,1,not_pass,right,0.3786764705882353,0.6283524904214559,0.21568627450980393,0.2815533980582524,0.7323943661971831,0.1724137931034483,0.32038834951456313,0.6410256410256411,0.21739130434782608,6
2022101606.1918,23.82,28.63,0.02,0.28,0.01,79.51,28.75,25.39,32.16,0.31,1.4,0.04,277.0,209.04,23.5,33.52,0.11,1.02,0.01,72.12,289.55,19.34,27.59,0.0,0.0,0.0,102.68,118.62,23.95,44.86,0.03,0.45,0.0,99.48,103.28,33.76,12.64,0.0,0.0,0.01,277.91,195.35,26.13,44.58,0.0,0.0,0.01,258.89,113.41,19.57,29.82,0.0,0.0,0.0,94.13,59.43,23.87,19.07,0.0,0.0,0.0,68.44,106.48,25.44,29.87,0.62,1.77,0.05,274.06,194.19,24.91,24.17,1.15,1.67,0.1,272.65,284.87,31.58,22.79,0.27,0.21,0.03,265.52,122.15,23.88,31.48,0.04,0.43,0.0,97.8,24.29,23.52,27.1,0.05,0.28,0.0,53.04,22.38,49.33,28.63,0.76,0.4,0.07,261.7,88.18,23.21,10.48,0.0,0.0,0.0,60.59,132.14,26.26,19.78,0.0,0.0,0.0,256.15,105.37,25.55,27.12,0.17,1.57,0.01,297.99,282.07,24.95,35.93,0.82,2.3,0.06,225.47,251.03,24.33,29.88,0.03,0.61,0.01,88.58,86.06,28.66,27.92,0.32,0.23,0.08,273.46,253.61,23.15,22.52,0.0,0.13,0.01,79.85,102.47,24.7199993133545,29.8099994659424,0.0,0.0,0.0,0,not_pass,left,0.3872340425531915,0.6180257510729614,0.19230769230769232,0.4020618556701031,0.5567010309278351,0.125,0.38202247191011235,0.5802469135802469,0.0,6
2022101606.259,47.01,25.14,0.0,0.0,0.0,279.56,283.38,47.31,26.5,0.0,0.15,0.0,243.12,330.5,45.25,28.9,0.13,1.25,0.01,94.83,125.79,47.3,20.71,0.26,0.28,0.03,279.46,144.52,45.56,19.44,0.21,1.11,0.03,20.0,12.29,51.09,26.32,0.24,0.42,0.02,262.71,214.91,47.24,8.01,0.0,0.0,0.0,283.15,235.85,37.79,40.88,0.43,0.08,0.04,108.59,192.92,45.45,8.18,0.0,0.0,0.0,61.54,179.57,48.2,28.62,0.05,0.04,0.02,256.6,295.73,51.62,23.72,0.2,0.31,0.02,275.95,226.79,48.1,14.99,0.01,0.18,0.0,277.65,262.66,43.58,23.9,0.68,0.83,0.09,101.07,86.62,44.29,23.23,0.07,0.05,0.02,99.12,58.32,32.86,32.59,1.01,0.36,0.1,96.78,337.75,47.23,22.25,0.19,0.91,0.02,269.11,37.27,30.31,21.92,0.9,0.45,0.09,101.94,196.09,47.03,42.53,0.0,0.0,0.0,266.52,242.47,45.29,15.95,0.0,0.0,0.0,93.53,246.22,42.78,24.5,0.36,2.55,0.03,113.03,71.49,46.43,23.64,0.0,0.0,0.01,241.25,178.93,45.09,30.74,0.0,0.0,0.0,112.01,99.26,46.25,23.7900009155273,0.0,0.0,0.0,0,not_pass,right,0.37155963302752293,0.6342592592592593,0.4,0.39080459770114945,0.5632183908045977,0.41935483870967744,0.38095238095238093,0.5555555555555556,0.6,6
2022101606.3228,97.77,26.19,0.81,0.86,0.09,266.27,177.45,98.92,22.99,0.54,0.26,0.12,267.24,270.0,98.14,20.3,0.62,2.44,0.06,260.24,257.08,97.86,16.98,0.03,0.04,0.03,286.83,295.06,96.71,23.65,0.59,1.28,0.06,112.05,91.98,96.57,22.19,0.53,2.25,0.05,60.9,32.77,98.21,42.32,0.17,0.18,0.02,245.58,63.67,98.21,19.04,0.08,0.85,0.01,276.41,310.23,89.75,24.02,0.04,0.77,0.01,94.16,175.53,95.84,23.52,0.14,1.15,0.02,85.4,88.94,96.11,42.67,0.01,0.01,0.0,99.64,17.31,95.4,18.46,0.01,0.39,0.03,73.67,39.68,96.26,26.29,1.05,2.88,0.09,101.43,122.22,97.98,29.2,0.52,0.8,0.05,253.14,211.36,97.68,14.88,0.02,0.02,0.01,291.62,296.32,96.0,19.4,0.07,1.39,0.03,94.75,20.77,96.45,24.74,0.85,1.98,0.09,101.26,134.66,97.85,24.14,0.18,0.57,0.02,288.42,293.02,101.05,18.21,0.05,0.5,0.01,300.99,309.21,96.31,20.64,0.09,0.5,0.01,68.37,17.83,97.9,21.97,0.39,1.48,0.04,278.04,309.86,95.19,17.08,0.4,3.38,0.02,46.13,28.64,96.2399978637695,23.5599994659424,0.740000009536743,1.16999995708466,0.810000002384186,1,not_pass,middle,0.35714285714285715,0.5845588235294118,0.5263157894736842,0.325,0.7,0.5714285714285714,0.5,0.5,0.0,6
2022101606.3416,65.42,24.89,0.1,0.79,0.01,248.18,196.98,64.15,21.36,0.11,0.08,0.02,87.31,78.23,64.3,26.03,0.76,0.49,0.09,100.53,161.41,65.95,21.17,0.3,1.0,0.05,302.51,311.93,63.27,22.31,0.96,0.26,0.09,80.89,62.28,71.25,23.59,0.01,0.12,0.01,288.51,285.36,60.37,22.69,3.85,2.41,0.37,43.21,352.19,63.37,27.86,0.31,0.5,0.03,101.78,160.35,66.82,19.23,0.0,0.0,0.01,307.64,290.94,66.49,23.57,0.05,0.05,0.01,254.65,105.47,67.14,35.29,0.01,0.01,0.01,259.39,318.26,64.52,24.16,0.23,0.61,0.02,116.62,84.38,65.82,27.08,0.05,0.05,0.03,285.44,106.64,64.35,18.23,0.06,0.06,0.01,67.86,33.73,61.76,20.91,1.8,2.24,0.18,106.16,130.42,65.78,22.19,0.13,0.98,0.01,262.36,325.14,65.64,25.81,0.31,1.53,0.03,217.29,207.75,63.08,35.47,0.1,0.08,0.01,108.43,292.15,62.29,24.49,0.07,1.26,0.01,99.09,333.14,68.37,24.09,7.09,0.84,0.7,344.11,1.12,65.37,23.63,0.31,0.87,0.03,274.11,272.87,64.54,29.62,0.04,0.04,0.01,148.99,165.48,65.129997253418,23.6499996185303,0.0,0.0,0.0099999997764825,0,not_pass,left,0.4,0.6048387096774194,0.43137254901960786,0.35294117647058826,0.6511627906976745,0.5,0.3409090909090909,0.6086956521739131,0.3333333333333333,6
2022101606.586,69.57,31.19,0.0,0.0,0.0,279.57,352.11,69.82,32.57,0.0,0.0,0.0,254.21,301.59,67.87,31.77,0.02,0.33,0.01,85.63,102.23,69.85,26.52,0.03,0.28,0.0,283.28,311.29,67.82,26.82,0.0,0.0,0.01,134.07,275.38,73.88,27.35,0.17,0.11,0.02,276.13,16.0,70.5,8.84,0.0,0.0,0.0,285.38,263.23,62.62,44.36,0.48,2.54,0.04,128.79,223.47,67.33,9.35,0.0,0.0,0.0,68.17,104.72,70.46,34.13,0.22,0.99,0.02,273.72,210.4,74.26,29.69,0.08,0.04,0.01,280.96,11.02,69.72,20.56,0.0,0.0,0.0,304.31,166.36,67.61,29.78,0.19,1.02,0.01,64.0,84.45,68.01,24.07,0.0,0.0,0.0,50.01,64.96,58.02,36.08,2.06,0.7,0.2,109.29,89.99,69.89,28.13,0.0,0.0,0.0,268.76,43.77,51.92,26.03,0.12,0.09,0.04,93.09,183.1,69.53,44.56,0.0,0.0,0.0,250.83,300.58,67.19,21.41,0.0,0.0,0.0,95.3,216.59,68.33,36.13,0.81,1.79,0.07,134.43,104.43,68.9,29.74,0.1,0.73,0.01,253.85,174.98,65.89,28.58,0.59,0.81,0.06,85.84,227.8,68.870002746582,29.6900005340576,1.58000004291534,13.0299997329712,0.100000001490116,1,not_pass,right,0.36771300448430494,0.6380090497737556,0.391304347826087,0.37777777777777777,0.5777777777777777,0.40625,0.36470588235294116,0.5974025974025974,0.29411764705882354,6
2022101607.1943,91.66,32.47,0.03,0.03,0.01,91.85,111.27,94.97,27.59,0.74,2.69,0.08,139.77,96.25,95.08,35.17,0.23,0.66,0.03,73.61,98.06,95.05,30.8,0.72,1.94,0.06,99.87,109.76,92.74,21.2,1.28,0.4,0.13,61.05,129.07,96.62,31.39,0.51,1.22,0.05,285.98,235.55,94.93,44.8,0.03,0.01,0.01,67.52,339.4,97.21,33.13,0.04,0.74,0.01,263.58,45.88,96.2,29.89,0.56,1.22,0.06,288.42,15.83,96.75,25.7,0.14,0.98,0.02,307.33,327.68,92.15,28.64,0.67,1.65,0.06,73.71,50.74,96.73,44.85,0.01,0.01,0.02,299.47,274.02,93.39,38.54,0.05,0.05,0.01,103.98,79.32,96.96,23.9,0.94,1.43,0.1,291.13,337.03,78.72,29.55,1.17,0.19,0.12,87.93,296.86,97.38,39.15,0.03,0.2,0.02,268.65,249.12,96.68,28.31,0.28,0.87,0.03,267.69,208.04,103.14,29.96,0.0,0.0,0.01,282.35,251.74,94.27,23.95,0.82,0.61,0.08,78.37,46.44,96.73,26.93,0.21,0.65,0.03,290.86,352.8,97.15,29.86,0.58,2.89,0.04,290.56,93.99,95.16,26.18,0.19,0.83,0.03,114.91,55.78,96.2399978637695,29.8400001525879,0.0,0.0,0.0199999995529652,0,not_pass,left,0.3728813559322034,0.6539923954372624,0.19540229885057472,0.3620689655172414,0.7068965517241379,0.2647058823529412,0.5294117647058824,0.6842105263157895,0.4444444444444444,6
2022101607.2290,77.92,29.81,0.06,1.17,0.02,288.66,95.27,75.27,26.48,0.69,1.72,0.07,109.25,18.24,78.17,11.53,0.01,0.01,0.01,276.28,162.17,77.37,26.44,0.03,0.12,0.0,279.88,48.22,77.38,31.38,0.16,1.87,0.02,264.15,222.35,71.02,26.44,0.03,0.03,0.03,125.16,100.58,83.24,29.95,0.11,1.29,0.01,278.79,326.05,75.47,28.83,0.6,1.03,0.06,105.0,354.25,79.19,32.0,2.52,2.2,0.26,306.8,338.15,74.95,21.65,2.78,2.24,0.27,56.25,13.88,62.58,21.32,1.2,1.19,0.12,258.8,226.43,75.26,11.18,0.05,0.03,0.03,64.97,71.8,77.46,19.11,0.03,0.56,0.02,286.61,331.03,72.18,32.29,0.19,0.23,0.02,98.74,343.46,75.77,35.59,0.02,0.49,0.02,123.32,142.83,77.36,32.74,0.17,0.89,0.02,255.47,243.8,75.0,24.81,0.05,0.23,0.03,77.8,349.59,74.19,39.48,1.11,0.72,0.11,125.55,139.32,76.67,29.73,0.24,0.58,0.02,273.65,222.06,68.22,35.59,1.61,1.76,0.15,70.04,319.11,77.3,28.26,0.32,0.7,0.03,276.29,208.23,77.66,34.29,0.08,0.08,0.06,284.31,300.96,76.5400009155273,29.8600006103516,0.0,0.0,0.0,1,not_pass,right,0.3675889328063241,0.63003663003663,0.20535714285714285,0.2857142857142857,0.375,0.1875,0.4,0.644927536231884,0.20930232558139536,6
2022101607.2431,26.46,23.64,0.04,0.41,0.02,297.91,131.75,24.29,21.68,0.39,0.72,0.04,106.8,46.54,26.23,18.45,0.12,0.5,0.06,294.05,306.97,25.68,20.93,1.01,2.54,0.1,276.27,326.07,25.6,25.24,0.26,0.47,0.04,267.23,256.93,21.02,21.72,1.14,1.97,0.1,89.3,69.88,30.52,23.87,0.14,1.22,0.02,265.41,269.8,24.4,25.41,0.32,0.52,0.03,83.66,122.22,27.44,27.66,0.04,0.04,0.03,266.23,204.09,24.38,23.81,0.54,0.98,0.05,100.03,76.95,22.53,13.58,0.4,0.73,0.03,239.83,41.22,24.3,19.38,0.3,0.08,0.04,74.51,41.78,22.66,27.35,0.46,1.23,0.04,96.8,128.79,24.24,28.88,0.14,1.65,0.01,112.85,131.92,25.64,26.23,0.53,1.9,0.06,261.44,225.49,24.33,17.98,0.31,0.33,0.06,108.81,63.39,20.89,31.52,0.59,1.48,0.05,130.24,46.59,25.26,23.75,0.17,0.41,0.02,275.04,354.17,15.08,24.8,0.49,0.89,0.05,86.5,185.51,25.57,22.48,0.3,0.37,0.04,272.09,292.02,26.03,19.63,0.17,0.72,0.01,288.19,307.65,26.13,27.64,0.05,0.28,0.08,67.7,253.04,25.6000003814697,23.8299999237061,2.65000009536743,0.759999990463257,0.280000001192093,1,not_pass,right,0.36964980544747084,0.628158844765343,0.20869565217391303,0.3333333333333333,0.5,0.0,0.2222222222222222,0.7058823529411765,0.1875,6
2022101607.3183,33.72,26.79,0.34,1.69,0.03,90.7,258.88,35.98,27.83,0.51,1.46,0.05,308.06,311.86,34.17,16.73,0.02,0.03,0.02,98.71,261.94,34.34,29.93,0.49,1.57,0.05,101.69,162.1,34.21,25.19,0.32,1.09,0.03,93.74,32.47,39.17,25.64,1.75,1.93,0.16,257.56,238.27,28.57,26.57,0.18,1.15,0.01,81.01,30.15,35.56,25.78,0.43,0.89,0.04,288.11,259.96,35.84,31.14,0.43,1.09,0.06,276.5,254.31,32.41,30.16,2.42,3.53,0.25,62.39,26.79,36.48,16.94,0.01,0.01,0.01,264.29,200.91,39.51,30.5,3.69,2.95,0.38,118.33,321.0,41.23,35.96,0.2,0.99,0.02,224.86,153.58,33.16,15.63,0.02,0.02,0.02,105.63,157.72,36.62,29.34,1.69,1.01,0.17,257.22,261.25,33.93,23.94,0.2,0.73,0.02,86.23,228.27,35.65,22.25,0.27,0.57,0.04,295.03,283.16,37.77,14.2,0.29,0.5,0.03,283.64,322.17,34.88,26.76,0.33,0.87,0.03,94.67,163.9,50.18,25.38,0.05,0.05,0.02,273.73,329.69,34.37,28.26,0.73,1.91,0.07,93.26,134.28,34.23,31.39,0.07,0.64,0.01,117.15,160.61,35.0999984741211,26.7299995422363,0.0,0.0,0.0,0,not_pass,left,0.3609022556390977,0.6363636363636364,0.211864406779661,0.28169014084507044,0.7922077922077922,0.14583333333333334,0.2911392405063291,0.6875,0.18181818181818182,6
